SPARKH,4,NYU LANGONE MEDICAL CENTER,20190415-113500,Sample 123-456-7890,NYU LANGONE MEDICAL CENTER,2,20190415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,NYU School of Medicine,13-5562309,407141,GA1,407141,GA1,407141,GA1,1,12,100000001,100000001,,Williams,,Jones,PSC 7780,Apt 0817, ,APO,AE,16898,US,U,19921119,F,M, , , , , , ,Williams.Jones@example.org,,20190415,A,4459.56, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20121227,20121227,E,O,20121227,T,12,7, ,139110.99, ,11592.58, ,P,,, ,Y, , ,P, , , , , , , , , , , , , , , , , , , , , , , ,NA, , , ,1, , , 
D,NYU Hospitals Center,13-3971298,403400,GA1,403400,GA1,403400,GA1,1,12,100000002,100000002,Mrs,Brewer,,Walsh,67349 Pamela Cliff, , ,Port Krystalville,VA,68793,US,U,19940323,M,Q, , , , , , ,Brewer.Walsh@example.org,,20190415,E,851.22, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20150131,20150131,E,O,20150131,P,12,4, ,139183.18, ,11598.6, ,F,,, ,N, , ,N, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,2, , , 
D,NYU Hospitals Center,13-3971298,407140,GA1,407140,GA1,407140,GA1,1,12,100000003,100000003,,Dennis,,Kim,823 Austin Overpass, , ,Port Christine,WA,83345,US,U,19900616,F,M, , , , , , ,Dennis.Kim@example.org,,20190415,Q,7254.62, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20120223,20120223,L,F,20120223,T,12,7, ,88269.35, ,7355.78, ,C,,, ,Y, , ,E, , , , , , , , , , , , , , , , , , , , , , , ,NA, , , ,2, , , 
D,NYU Langone Health System,47-2613531,151576,GS1,151576,GS1,151576,GS1,1,12,100000004,100000004,MS,Gonzalez,,Figueroa,503 Myers Junctions,Apt 097, ,Lake Tylerchester,CA,33813,US,U,19980615,F,Q, , , , , , ,Gonzalez.Figueroa@example.org,,20190415,Q,1186.37, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20160601,20160601,D,,20160601,P,12,3, ,112514.09, ,9376.17, ,P,,, ,Y, , ,D, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,2, , , 
D,NYU Langone Health System,47-2613531,403401,GA1,403401,GA1,403401,GA1,1,12,100000005,100000005,Mr,Kelly,,Conrad,223 Rachel Brook, , ,Gloverfurt,MI,98733,US,U,19990614,M,S, , , , , , ,Kelly.Conrad@example.org,,20190415,K,3053.24, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20180117,20180117,T,,20180117,T,12,1, ,114834.79, ,9569.57, ,F,,, ,N, , ,A, , , , , , , , , , , , , , , , , , , , , , , ,NA, , , ,4, , , 
D,NYU Langone Health System,47-2613531,403400,GS1,403400,GS1,403400,GS1,1,12,100000006,100000006,,Trujillo,,Richardson,4683 Stephanie Mountains,Suite 903, ,Lake Kendratown,ID,91484,US,U,19950124,F,P, , , , , , ,Trujillo.Richardson@example.org,,20190415,H,4773.15, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20150802,20150802,P,,20150802,F,12,4, ,60066.81, ,5005.57, ,P,,, ,Y, , ,E, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,2, , , 
D,NYU Langone Health System,47-2613531,151576,GA1,151576,GA1,151576,GA1,1,12,100000007,100000007,MS,Parker,,Gray,227 Michael Bridge, , ,Jerryside,MT,68450,US,U,19961004,M,P, , , , , , ,Parker.Gray@example.org,,20190415,2,4718.52, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20161118,20161118,D,,20161118,T,12,3, ,58834.29, ,4902.86, ,F,,, ,Y, , ,A, , , , , , , , , , , , , , , , , , , , , , , ,AUTO, , , ,2, , , 
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,1,12,100000008,100000008,,Cline,,Weaver,38828 Nancy Vista,Suite 897, ,Bowmanland,NY,52167,US,U,19930210,M,P, , , , , , ,Cline.Weaver@example.org,,20190415,2,115.69, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20120113,20120113,E,O,20120113,L,12,7, ,64690.67, ,5390.89, ,P,,, ,N, , ,N, , , , , , , , , , , , , , , , , , , , , , , ,SELF, , , ,4, , , 
D,NYU School of Medicine,13-5562309,403401,GS1,403401,GS1,403401,GS1,1,12,100000009,100000009,,Simpson,,Williams,3849 Burnett Fort, , ,Welchburgh,ME,76637,US,U,19970404,M,Q, , , , , , ,Simpson.Williams@example.org,,20190415,G,493.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20180711,20180711,P,,20180711,T,12,1, ,68660.42, ,5721.7, ,C,,, ,Y, , ,E, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,2, , , 
D,NYU Langone Health System,47-2613531,151579,GS1,151579,GS1,151579,GS1,1,12,100000010,100000010,,Pugh,,Flowers,56425 Rachel Plains,Apt 209, ,Schneidermouth,WI,58639,US,U,19931203,F,M, , , , , , ,Pugh.Flowers@example.org,,20190415,Q,3291.11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20171214,20171214,T,,20171214,T,12,2, ,75055.36, ,6254.61, ,P,,, ,Y, , ,E, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,1, , , 
D,NYU Langone Health System,47-2613531,407141,GA1,407141,GA1,407141,GA1,1,12,100000011,100000011,Mr,Cook,,Robin,47910 Tina Lake, , ,Villastad,LA,40678,US,U,19970807,M,P, , , , , , ,Cook.Robin@example.org,,20190415,K,5110.6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20150505,20150505,L,F,20150505,P,12,4, ,67731.88, ,5644.32, ,F,,, ,Y, , ,X, , , , , , , , , , , , , , , , , , , , , , , ,AUTO, , , ,4, , , 
D,NYU Hospitals Center,13-3971298,151576,GA1,151576,GA1,151576,GA1,1,12,100000012,100000012,Mr,Hoffman,,Perez,188 Lisa Rue, , ,West Lindashire,OK,40017,US,U,19961012,M,S, , , , , , ,Hoffman.Perez@example.org,,20190415,4,6797.74, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20171218,20171218,R,E,20171218,L,12,2, ,105219.87, ,8768.32, ,F,,, ,Y, , ,A, , , , , , , , , , , , , , , , , , , , , , , ,SELF, , , ,4, , , 
D,NYU Langone Health System,47-2613531,151579,GA1,151579,GA1,151579,GA1,1,12,100000013,100000013,Mr,Rodgers,,Haynes,1315 Amber Pike,Suite 847, ,Port Steve,AK,1133,US,U,19940822,M,S, , , , , , ,Rodgers.Haynes@example.org,,20190415,2,204.26, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20170117,20170117,E,R,20170117,L,12,2, ,65009.27, ,5417.44, ,F,,, ,N, , ,N, , , , , , , , , , , , , , , , , , , , , , , ,SELF, , , ,4, , , 
D,NYU School of Medicine,13-5562309,407140,GA1,407140,GA1,407140,GA1,1,12,100000014,100000014,,Patton,,Shah,79575 Cunningham Flats,Suite 084, ,Blevinsshire,OK,29693,US,U,19990603,F,M, , , , , , ,Patton.Shah@example.org,,20190415,K,4437.55, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20170606,20170606,P,,20170606,F,12,2, ,117129.67, ,9760.81, ,F,,, ,Y, , ,N, , , , , , , , , , , , , , , , , , , , , , , ,AUTO, , , ,2, , , 
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,1,12,100000015,100000015,,Smith,,Whitaker,USNV Rivas, , ,FPO,AE,81815,US,U,19991012,M,P, , , , , , ,Smith.Whitaker@example.org,,20190415,H,5807.62, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20180726,20180726,E,R,20180726,P,12,1, ,75572.82, ,6297.74, ,P,,, ,Y, , ,X, , , , , , , , , , , , , , , , , , , , , , , ,NA, , , ,2, , , 
D,NYU Langone Health System,47-2613531,407141,GS1,407141,GS1,407141,GS1,1,12,100000016,100000016,,Wright,,Sanders,356 Cathy Well,Apt 994, ,Port David,AR,9426,US,U,19930509,M,Q, , , , , , ,Wright.Sanders@example.org,,20190415,B,6549.47, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20180416,20180416,E,R,20180416,T,12,1, ,132459.05, ,11038.25, ,F,,, ,N, , ,P, , , , , , , , , , , , , , , , , , , , , , , ,SELF, , , ,4, , , 
D,NYU School of Medicine,13-5562309,151562,GA1,151562,GA1,151562,GA1,1,12,100000017,100000017,MS,Rubio,,Johnson,USS Reed, , ,FPO,AE,83152,US,U,19920227,F,M, , , , , , ,Rubio.Johnson@example.org,,20190415,A,1379.93, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20130824,20130824,D,,20130824,P,12,6, ,86911.35, ,7242.61, ,C,,, ,Y, , ,P, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,1, , , 
D,NYU Hospitals Center,13-3971298,151562,GA1,151562,GA1,151562,GA1,1,12,100000018,100000018,Mrs,Victoria,,Mullins,164 Rodriguez Creek, , ,New Douglas,WV,81774,US,U,19950923,F,M, , , , , , ,Victoria.Mullins@example.org,,20190415,C,2448.88, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20170606,20170606,E,O,20170606,F,12,2, ,52251.72, ,4354.31, ,P,,, ,N, , ,E, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,1, , , 
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1,1,12,100000019,100000019,Mr,Crosby,,Kelley,883 Rodney Run, , ,South Jasonborough,WY,42744,US,U,19960220,F,P, , , , , , ,Crosby.Kelley@example.org,,20190415,G,202.97, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20160823,20160823,R,N,20160823,T,12,3, ,77527.72, ,6460.64, ,F,,, ,N, , ,P, , , , , , , , , , , , , , , , , , , , , , , ,OUT, , , ,4, , , 
D,NYU School of Medicine,13-5562309,407141,GA1,407141,GA1,407141,GA1,1,12,100000020,100000020,Mrs,Marsh,,Mcdaniel,PSC 4180,Apt 9537, ,APO,AA,33820,US,U,19991201,M,Q, , , , , , ,Marsh.Mcdaniel@example.org,,20190415,C,4221.34, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20170110,20170110,E,O,20170110,T,12,2, ,121389.92, ,10115.83, ,P,,, ,N, , ,N, , , , , , , , , , , , , , , , , , , , , , , ,NA, , , ,1, , , 
