D,NYU Hospitals Center,13-3971298,403401,GA1,403401,GA1,403401,GA1, ,26,1675837,1000012, ,Erin,,Murphy,"PSC 0954,",Box 6141, ,APO,AA,07677,US,U, ,M,S, , , , , , ,Erin.Murphyexample.org,20171020, ,562.59
D,NYU Hospitals Center,47-2613531,407140,GA1,407140,GA1,407140,GA1, ,26,1930950,1000026, ,Amanda,,Gonzalez,"PSC 1517,",Box 2972, ,APO,AA,69509,US,U, ,M,S, , , , , , ,Amanda.Gonzalezexample.org,20171020,E,548.7
D,NYU Hospitals Center,13-5562309,151579,GA1,151579,GA1,151579,GA1, ,26,2175997,1000046, ,Olivia,,Pearson,27663 Graham Wells, , ,"Tanyashire,",MA,13951,US,U, ,M,M, , , , , , ,Olivia.Pearsonexample.org,20171020,E,141.03
D,NYU Langone Health System,13-5562309,403400,GA1,403400,GA1,403400,GA1, ,26,2394186,1000046, ,Kyle,,Ortega,652 Gene Hill, , ,"West Eric,",UT,93058,US,U, ,M,M, , , , , , ,Kyle.Ortegaexample.org,20171020,E,612.94
D,NYU Hospitals Center,47-2613531,407140,GA1,407140,GA1,407140,GA1, ,26,2634488,1000046, ,Michael,,Hill,9410 Jacqueline Road, , ,"Olsonborough,",NJ,07712,US,U, ,M,S, , , , , , ,Michael.Hillexample.org,20171020, ,259.75
D,NYU Langone Health System,47-2613531,407141,GA1,407141,GA1,407141,GA1, ,26,2837238,1000006, ,Mr.,,Brian,"PSC 2239,",Box 1123, ,APO,AP,30967,US,U, ,F,S, , , , , , ,Mr..Brianexample.org,20171020,E,340.18
D,NYU Langone Health System,13-5562309,407140,GA1,407140,GA1,407140,GA1, ,26,3088319,1000051, ,Michael,,Mendoza,8727 Tanya Manor,Apt. 031, ,"New Seanfort,",OR,82312,US,U, ,F,S, , , , , , ,Michael.Mendozaexample.org,20171020,E,626.88
D,NYU Langone Health System,47-2613531,403401,GS1,403401,GS1,403401,GS1, ,26,3325287,1000037, ,Aaron,,Conley,25164 Michael Ford,Apt. 529, ,"North Brenda,",NV,93048,US,U, ,F,M, , , , , , ,Aaron.Conleyexample.org,20171020,E,133.41
D,NYU School of Medicine,13-5562309,151562,GS1,151562,GS1,151562,GS1, ,26,3557272,1000038, ,Matthew,,Schultz,026 Gutierrez Wells,Apt. 343, ,"Gonzalesshire,",WI,86513,US,U, ,F,S, , , , , , ,Matthew.Schultzexample.org,20171020, ,759.6
D,NYU Hospitals Center,47-2613531,407140,GA1,407140,GA1,407140,GA1, ,26,3844998,1000044, ,Erin,,Preston,20002 Mathis Skyway, , ,"East Javier,",NC,78048,US,U, ,M,S, , , , , , ,Erin.Prestonexample.org,20171020,E,105.09
D,NYU School of Medicine,13-5562309,151562,GA1,151562,GA1,151562,GA1, ,26,4121432,1000021, ,Gregory,,Hardy,338 Fernando Extensions, , ,"Carpenterchester,",OK,44510,US,U, ,M,M, , , , , , ,Gregory.Hardyexample.org,20171020,E,243.02
D,NYU Langone Health System,13-5562309,151576,GS1,151576,GS1,151576,GS1, ,26,4406492,1000009, ,Jason,,Avery,610 Richard Stream,Suite 462, ,"West Lisa,",MD,69470,US,U, ,M,S, , , , , , ,Jason.Averyexample.org,20171020,E,414.57
D,NYU School of Medicine,47-2613531,407140,GA1,407140,GA1,407140,GA1, ,26,4639698,1000045, ,John,,Smith,96291 Christina Islands,Suite 288, ,"Dylanville,",NE,29297,US,U, ,M,M, , , , , , ,John.Smithexample.org,20171020,E,706.75
D,NYU Langone Health System,13-5562309,407140,GS1,407140,GS1,407140,GS1, ,26,4890567,1000010, ,Barry,,Bennett,Unit 3377,Box 5583, ,DPO,AP,55725,US,U, ,F,M, , , , , , ,Barry.Bennettexample.org,20171020, ,348.56
D,NYU School of Medicine,13-3971298,151562,GS1,151562,GS1,151562,GS1, ,26,5115334,1000043, ,Marcus,,Barker,60801 Holloway Wells,Apt. 508, ,"Timport,",CO,32356,US,U, ,M,M, , , , , , ,Marcus.Barkerexample.org,20171020,E,826.25
D,NYU Hospitals Center,13-3971298,403401,GS1,403401,GS1,403401,GS1, ,26,5341358,1000007, ,Jack,,Thompson,4440 Gibbs Land, , ,"Henrystad,",DE,36977,US,U, ,M,M, , , , , , ,Jack.Thompsonexample.org,20171020,E,811.59
D,NYU Langone Health System,13-3971298,151579,GA1,151579,GA1,151579,GA1, ,26,5564381,1000025, ,Briana,,Gentry,463 Joel Squares,Apt. 812, ,"South Rita,",MI,00786,US,U, ,F,S, , , , , , ,Briana.Gentryexample.org,20171020, ,678.85
D,NYU Hospitals Center,13-3971298,407140,GS1,407140,GS1,407140,GS1, ,26,5861687,1000046, ,Keith,,Andersen,957 Selena Squares,Suite 607, ,"North Jacobmouth,",CO,07239,US,U, ,F,S, , , , , , ,Keith.Andersenexample.org,20171020,E,546.67
D,NYU School of Medicine,13-3971298,403401,GS1,403401,GS1,403401,GS1, ,26,6085366,1000044, ,Diane,,Williams,Unit 6225,Box 5017, ,DPO,AE,39603,US,U, ,F,S, , , , , , ,Diane.Williamsexample.org,20171020,E,212.58
D,NYU School of Medicine,13-5562309,151579,GS1,151579,GS1,151579,GS1, ,26,1647411,1000032, ,James,,Sanchez,"PSC 7568,",Box 9129, ,APO,AE,78005,US,U, ,M,S, , , , , , ,James.Sanchezexample.org,20171020, ,97.52
D,NYU Hospitals Center,13-3971298,407141,GA1,407141,GA1,407141,GA1, ,26,1908508,1000013, ,Jon,,Cooper,477 Flores Station,Suite 008, ,"Sierrafort,",PA,63393,US,U, ,F,M, , , , , , ,Jon.Cooperexample.org,20171020,E,655.84
D,NYU School of Medicine,47-2613531,407141,GS1,407141,GS1,407141,GS1, ,26,2175135,1000019, ,Michael,,Simpson,6559 French Corner, , ,"Jenniferhaven,",NM,03377,US,U, ,M,S, , , , , , ,Michael.Simpsonexample.org,20171020, ,304.14
D,NYU School of Medicine,47-2613531,407141,GA1,407141,GA1,407141,GA1, ,26,2401084,1000037, ,Kathy,,Estrada,6384 Page Inlet, , ,"East Kyleshire,",MA,07375,US,U, ,F,M, , , , , , ,Kathy.Estradaexample.org,20171020,E,275.76
D,NYU School of Medicine,13-3971298,403401,GS1,403401,GS1,403401,GS1, ,26,2668697,1000009, ,Michael,,Henry,5957 Robinson Springs, , ,"Williamsborough,",NJ,98924,US,U, ,F,S, , , , , , ,Michael.Henryexample.org,20171020, ,118.79
D,NYU Langone Health System,13-3971298,151579,GA1,151579,GA1,151579,GA1, ,26,2896948,1000028, ,Tony,,Humphrey,8091 Lisa Vista,Apt. 306, ,"Wellstown,",IN,83990,US,U, ,M,S, , , , , , ,Tony.Humphreyexample.org,20171020, ,490.75
D,NYU Hospitals Center,13-5562309,403400,GA1,403400,GA1,403400,GA1, ,26,3126903,1000048, ,Nicholas,,Reynolds,336 Harris Plain,Apt. 285, ,"South Jenniferbury,",CO,08715,US,U, ,F,M, , , , , , ,Nicholas.Reynoldsexample.org,20171020,E,601.21
D,NYU School of Medicine,47-2613531,407140,GS1,407140,GS1,407140,GS1, ,26,3334566,1000050, ,Lisa,,Kelly,518 Williams Parkways,Apt. 918, ,"New Larry,",NC,99647,US,U, ,M,M, , , , , , ,Lisa.Kellyexample.org,20171020, ,869.75
D,NYU Hospitals Center,13-5562309,151576,GS1,151576,GS1,151576,GS1, ,26,3606861,1000037, ,David,,Barker,140 Reed Corner,Apt. 902, ,"Port Travis,",WY,61924,US,U, ,F,M, , , , , , ,David.Barkerexample.org,20171020,E,897.17
